PID,Age,Sex,Home_X,Home_Y,excluded-modes,income,rank,valueOfTime,Household_ID,Household_num_vehicles,Household_income [$]
1108-2013000532687-142652,25,M,678563.0385775,4819880.2025785,,1873.0,4,18.0,1108-2013000532687-1,5,92018.0
1108-2013000532687-142820,5,M,678563.0385775,4819880.2025785,car,0.0,3,18.0,1108-2013000532687-1,5,92018.0
1108-2013000532687-142988,1,F,678563.0385775,4819880.2025785,car,0.0,1,18.0,1108-2013000532687-1,5,92018.0
1108-2013000532687-143156,1,M,678563.0385775,4819880.2025785,car,0.0,5,18.0,1108-2013000532687-1,5,92018.0
1108-2013000532687-143324,37,F,678563.0385775,4819880.2025785,,50558.0,2,18.0,1108-2013000532687-1,5,92018.0
1108-2013000641521-045595,18,F,678552.818157,4820197.8667135,,15839.0,4,18.0,1108-2013000641521-0,5,79745.0
1108-2013000641521-045624,12,F,678552.818157,4820197.8667135,car,0.0,1,18.0,1108-2013000641521-0,5,79745.0
1108-2013000641521-045653,9,F,678552.818157,4820197.8667135,car,10119.0,3,18.0,1108-2013000641521-0,5,79745.0
1108-2013000641521-045682,35,M,678552.818157,4820197.8667135,,18831.0,2,18.0,1108-2013000641521-0,5,79745.0
1108-2013000717221-047290,50,F,678634.4377125,4819578.9705915,,298.0,2,18.0,1108-2013000717221-0,5,147615.0
1108-2013000717221-047306,57,M,678634.4377125,4819578.9705915,,34824.0,3,18.0,1108-2013000717221-0,5,147615.0
1108-2013000717221-047322,22,M,678634.4377125,4819578.9705915,,13852.0,1,18.0,1108-2013000717221-0,5,147615.0
1108-2013000717221-047338,7,F,678634.4377125,4819578.9705915,car,0.0,0,18.0,1108-2013000717221-0,5,147615.0
1108-2013000717221-047354,21,F,678634.4377125,4819578.9705915,,10996.0,4,18.0,1108-2013000717221-0,5,147615.0
1108-2013000772599-147865,42,M,678934.082056,4820166.453536499,,23970.0,1,18.0,1108-2013000772599-1,2,33369.0
1108-2013000955792-051006,36,F,678579.3792989999,4819372.9640895,,3254.0,1,18.0,1108-2013000955792-0,2,33736.0
1108-2013001005966-051630,21,F,678579.3792989999,4819372.9640895,,0.0,0,18.0,1108-2013001005966-0,3,39779.0
1108-2013001005966-051663,18,M,678634.4377125,4819578.9705915,,25848.0,1,18.0,1108-2013001005966-0,3,39779.0
1108-2013001034691-152136,51,M,678569.989891,4819660.269649,,70177.0,4,18.0,1108-2013001034691-1,5,78661.0
1108-2013001034691-152209,33,F,678569.989891,4819660.269649,,44679.0,5,18.0,1108-2013001034691-1,5,78661.0
1108-2013001034691-152282,0,M,678569.989891,4819660.269649,car,0.0,1,18.0,1108-2013001034691-1,5,78661.0
1108-2013001034691-152355,14,F,678569.989891,4819660.269649,car,0.0,3,18.0,1108-2013001034691-1,5,78661.0
1108-2013001034691-152428,1,F,678569.989891,4819660.269649,car,0.0,0,18.0,1108-2013001034691-1,5,78661.0
1108-2013001042627-052534,36,M,678634.4377125,4819578.9705915,,107692.0,0,18.0,1108-2013001042627-0,3,5516.0
1108-2013001042627-052578,59,F,678579.3792989999,4819372.9640895,,0.0,2,18.0,1108-2013001042627-0,3,5516.0
1108-2013001141014-154034,74,F,678634.4377125,4819578.9705915,,0.0,2,18.0,1108-2013001141014-1,3,135400.0
1108-2013001141014-154081,65,M,678579.3792989999,4819372.9640895,,0.0,0,18.0,1108-2013001141014-1,3,135400.0
1108-2013001154369-054202,50,F,678552.818157,4820197.8667135,,23846.0,1,18.0,1108-2013001154369-0,5,49077.0
1108-2013001154369-054242,45,M,678552.818157,4820197.8667135,,61309.0,3,18.0,1108-2013001154369-0,5,49077.0
1108-2013001154369-054282,26,M,678552.818157,4820197.8667135,,27174.0,2,18.0,1108-2013001154369-0,5,49077.0
1108-2013001154369-054322,0,M,678552.818157,4820197.8667135,car,0.0,4,18.0,1108-2013001154369-0,5,49077.0
1108-2013001204199-155700,31,M,678634.4377125,4819578.9705915,,15923.0,2,18.0,1108-2013001204199-1,3,28478.0
1108-2013001204199-155772,32,M,678579.3792989999,4819372.9640895,,42607.0,0,18.0,1108-2013001204199-1,3,28478.0
1108-2013001243576-056476,53,F,678563.0385775,4819880.2025785,,73130.0,0,18.0,1108-2013001243576-0,3,22284.0
1108-2013001243576-056514,50,M,678563.0385775,4819880.2025785,,22694.0,1,18.0,1108-2013001243576-0,3,22284.0
1108-2013001274069-056932,20,M,678934.082056,4820166.453536499,,906.0,1,18.0,1108-2013001274069-0,4,31507.0
1108-2013001274069-056970,29,F,678934.082056,4820166.453536499,,37986.0,3,18.0,1108-2013001274069-0,4,31507.0
1108-2013001274069-057008,9,M,678934.082056,4820166.453536499,car,0.0,2,18.0,1108-2013001274069-0,4,31507.0
1108-2013001307423-157552,28,M,678836.3401975001,4819560.321015,,0.0,2,18.0,1108-2013001307423-1,3,40189.0
1108-2013001307423-157601,20,F,678836.3401975001,4819560.321015,,1078.0,0,18.0,1108-2013001307423-1,3,40189.0
1108-2013001312736-057688,42,F,679089.713915,4820372.6689410005,,26598.0,1,18.0,1108-2013001312736-0,3,76650.0
1108-2013001312736-057716,59,M,679089.713915,4820372.6689410005,,8061.0,0,18.0,1108-2013001312736-0,3,76650.0
1108-2013001314031-057737,29,M,678634.4377125,4819578.9705915,,54973.0,1,18.0,1108-2013001314031-0,4,29299.0
1108-2013001314031-057757,11,M,678634.4377125,4819578.9705915,car,0.0,3,18.0,1108-2013001314031-0,4,29299.0
1108-2013001314031-057777,23,F,678634.4377125,4819578.9705915,,114022.0,0,18.0,1108-2013001314031-0,4,29299.0
1108-2013001345206-057981,69,M,678552.818157,4820197.8667135,,0.0,1,18.0,1108-2013001345206-0,2,23490.0
1108-2013001355501-058200,35,F,679050.0713555,4819564.601915,,0.0,3,18.0,1108-2013001355501-0,4,13194.0
1108-2013001355501-058244,53,M,679050.0713555,4819564.601915,,38565.0,2,18.0,1108-2013001355501-0,4,13194.0
1108-2013001355501-058288,23,M,679050.0713555,4819564.601915,,72517.0,1,18.0,1108-2013001355501-0,4,13194.0
1108-2013001356508-058326,36,F,678563.0385775,4819880.2025785,,32779.0,0,18.0,1108-2013001356508-0,3,149646.0
1108-2013001356508-058359,41,M,678563.0385775,4819880.2025785,,105494.0,2,18.0,1108-2013001356508-0,3,149646.0
1108-2013001448500-059812,33,M,678934.082056,4820166.453536499,,34220.0,1,18.0,1108-2013001448500-0,3,16610.0
1108-2013001448500-059855,22,F,678934.082056,4820166.453536499,,0.0,2,18.0,1108-2013001448500-0,3,16610.0
1108-2013001480539-060348,62,M,679089.713915,4820372.6689410005,,5638.0,0,18.0,1108-2013001480539-0,3,44357.0
1108-2013001480539-060392,51,F,679089.713915,4820372.6689410005,,36002.0,2,18.0,1108-2013001480539-0,3,44357.0
1108-2013001485650-060532,71,F,679050.0713555,4819564.601915,,28820.0,1,18.0,1108-2013001485650-0,3,22661.0
1108-2013001485650-060544,37,M,679050.0713555,4819564.601915,,32838.0,0,18.0,1108-2013001485650-0,3,22661.0
1108-2013001492343-060726,52,F,678563.0385775,4819880.2025785,,0.0,2,18.0,1108-2013001492343-0,5,138103.0
1108-2013001492343-060770,48,M,678563.0385775,4819880.2025785,,0.0,0,18.0,1108-2013001492343-0,5,138103.0
1108-2013001492343-060814,9,F,678563.0385775,4819880.2025785,car,4175.0,3,18.0,1108-2013001492343-0,5,138103.0
1108-2013001492343-060858,4,M,678563.0385775,4819880.2025785,car,0.0,4,18.0,1108-2013001492343-0,5,138103.0
1108-2014000000467-060896,52,M,678634.4377125,4819578.9705915,,0.0,0,18.0,1108-2014000000467-0,2,19166.0
1108-2014000012719-060995,48,F,678563.0385775,4819880.2025785,,33136.0,2,18.0,1108-2014000012719-0,3,25231.0
1108-2014000012719-061009,59,M,678563.0385775,4819880.2025785,,122236.0,0,18.0,1108-2014000012719-0,3,25231.0
1108-2014000017712-061038,51,M,678961.7846615,4819763.3976015,,54471.0,4,18.0,1108-2014000017712-0,5,20700.0
1108-2014000017712-061071,54,F,678961.7846615,4819763.3976015,,874.0,1,18.0,1108-2014000017712-0,5,20700.0
1108-2014000017712-061104,0,M,678961.7846615,4819763.3976015,car,0.0,3,18.0,1108-2014000017712-0,5,20700.0
1108-2014000017712-061137,0,M,678961.7846615,4819763.3976015,car,0.0,2,18.0,1108-2014000017712-0,5,20700.0
1108-2014000047893-061640,53,F,678579.3792989999,4819372.9640895,,68900.0,0,18.0,1108-2014000047893-0,5,85079.0
1108-2014000047893-061653,57,M,678634.4377125,4819578.9705915,,36113.0,1,18.0,1108-2014000047893-0,5,85079.0
1108-2014000047893-061666,70,F,678634.4377125,4819578.9705915,,0.0,2,18.0,1108-2014000047893-0,5,85079.0
1108-2014000047893-061679,30,F,678634.4377125,4819578.9705915,,0.0,4,18.0,1108-2014000047893-0,5,85079.0
1108-2014000047893-061692,0,M,678634.4377125,4819578.9705915,car,0.0,3,18.0,1108-2014000047893-0,5,85079.0
1108-2014000125384-064286,51,M,678634.4377125,4819578.9705915,,0.0,0,18.0,1108-2014000125384-0,3,117113.0
1108-2014000125384-064423,44,F,678634.4377125,4819578.9705915,,34018.0,2,18.0,1108-2014000125384-0,3,117113.0
1108-2014000159546-064915,53,M,678563.0385775,4819880.2025785,,1411.0,1,18.0,1108-2014000159546-0,5,18217.0
1108-2014000159546-064978,48,F,678563.0385775,4819880.2025785,,0.0,5,18.0,1108-2014000159546-0,5,18217.0
1108-2014000159546-065041,19,M,678563.0385775,4819880.2025785,,34818.0,2,18.0,1108-2014000159546-0,5,18217.0
1108-2014000159546-065104,4,M,678563.0385775,4819880.2025785,car,0.0,3,18.0,1108-2014000159546-0,5,18217.0
1108-2014000159546-065167,4,F,678563.0385775,4819880.2025785,car,0.0,4,18.0,1108-2014000159546-0,5,18217.0
1108-2014000159546-164916,47,M,678634.4377125,4819578.9705915,,39317.0,4,18.0,1108-2014000159546-1,5,42617.0
1108-2014000159546-164979,58,F,678634.4377125,4819578.9705915,,0.0,0,18.0,1108-2014000159546-1,5,42617.0
1108-2014000159546-165042,24,M,678634.4377125,4819578.9705915,,13747.0,1,18.0,1108-2014000159546-1,5,42617.0
1108-2014000159546-165105,11,M,678634.4377125,4819578.9705915,car,0.0,5,18.0,1108-2014000159546-1,5,42617.0
1108-2014000159546-165168,0,F,678634.4377125,4819578.9705915,car,0.0,3,18.0,1108-2014000159546-1,5,42617.0
1108-2014000201569-065885,73,F,678579.3792989999,4819372.9640895,,14129.0,1,18.0,1108-2014000201569-0,2,28369.0
1108-2014000221274-066335,70,M,678563.0385775,4819880.2025785,,0.0,1,18.0,1108-2014000221274-0,3,47403.0
1108-2014000221274-066348,70,F,678563.0385775,4819880.2025785,,11567.0,2,18.0,1108-2014000221274-0,3,47403.0
1108-2014000266090-067441,47,F,678634.4377125,4819578.9705915,,24192.0,0,18.0,1108-2014000266090-0,5,141655.0
1108-2014000266090-067484,43,M,678634.4377125,4819578.9705915,,65208.0,2,18.0,1108-2014000266090-0,5,141655.0
1108-2014000266090-067527,18,F,678634.4377125,4819578.9705915,,42901.0,5,18.0,1108-2014000266090-0,5,141655.0
1108-2014000266090-067570,2,M,678634.4377125,4819578.9705915,car,0.0,3,18.0,1108-2014000266090-0,5,141655.0
1108-2014000266090-067613,38,M,678634.4377125,4819578.9705915,,91390.0,4,18.0,1108-2014000266090-0,5,141655.0
1108-2014000358619-069218,28,F,678634.4377125,4819578.9705915,,0.0,0,18.0,1108-2014000358619-0,2,16391.0
1108-2014000366818-069390,56,F,678934.082056,4820166.453536499,,13187.0,2,18.0,1108-2014000366818-0,3,98873.0
1108-2014000366818-069430,58,F,678934.082056,4820166.453536499,,67842.0,0,18.0,1108-2014000366818-0,3,98873.0
1108-2014000386255-069761,36,M,678634.4377125,4819578.9705915,,97414.0,2,18.0,1108-2014000386255-0,3,80865.0
1108-2014000386255-069795,21,F,678579.3792989999,4819372.9640895,,39534.0,1,18.0,1108-2014000386255-0,3,80865.0
1108-2014000387417-069814,53,M,678552.818157,4820197.8667135,,32463.0,1,18.0,1108-2014000387417-0,2,38243.0
1108-2014000448294-070561,32,M,678634.4377125,4819578.9705915,,24243.0,0,18.0,1108-2014000448294-0,3,14591.0
1108-2014000448294-070664,7,M,678579.3792989999,4819372.9640895,car,0.0,2,18.0,1108-2014000448294-0,3,14591.0
1108-2014000459183-070707,69,F,678569.989891,4819660.269649,,0.0,1,18.0,1108-2014000459183-0,2,27782.0
1108-2014000475106-070892,55,F,678634.4377125,4819578.9705915,,39797.0,4,18.0,1108-2014000475106-0,5,106431.0
1108-2014000475106-070918,54,M,678634.4377125,4819578.9705915,,37259.0,5,18.0,1108-2014000475106-0,5,106431.0
1108-2014000475106-070944,20,M,678634.4377125,4819578.9705915,,1163.0,2,18.0,1108-2014000475106-0,5,106431.0
1108-2014000475106-070970,13,M,678634.4377125,4819578.9705915,car,0.0,1,18.0,1108-2014000475106-0,5,106431.0
1108-2014000475106-070996,2,M,678634.4377125,4819578.9705915,car,0.0,3,18.0,1108-2014000475106-0,5,106431.0
1108-2014000477188-071114,36,M,678634.4377125,4819578.9705915,,102979.0,3,18.0,1108-2014000477188-0,5,83654.0
1108-2014000477188-071140,45,F,678579.3792989999,4819372.9640895,,65810.0,2,18.0,1108-2014000477188-0,5,83654.0
1108-2014000477188-071166,3,M,678634.4377125,4819578.9705915,car,19759.0,4,18.0,1108-2014000477188-0,5,83654.0
1108-2014000477188-071192,15,F,678634.4377125,4819578.9705915,car,0.0,0,18.0,1108-2014000477188-0,5,83654.0
1108-2014000479678-071283,66,F,678552.818157,4820197.8667135,,0.0,1,18.0,1108-2014000479678-0,2,4135.0
1108-2014000520011-072603,50,M,678552.818157,4820197.8667135,,42939.0,0,18.0,1108-2014000520011-0,3,7016.0
1108-2014000520011-072646,49,F,678552.818157,4820197.8667135,,19604.0,2,18.0,1108-2014000520011-0,3,7016.0
1108-2014000546945-073329,43,F,678634.4377125,4819578.9705915,,22646.0,3,18.0,1108-2014000546945-0,5,145112.0
1108-2014000546945-073374,56,M,678579.3792989999,4819372.9640895,,26820.0,2,18.0,1108-2014000546945-0,5,145112.0
1108-2014000546945-073419,15,F,678634.4377125,4819578.9705915,car,0.0,4,18.0,1108-2014000546945-0,5,145112.0
1108-2014000546945-073464,14,M,678634.4377125,4819578.9705915,car,0.0,0,18.0,1108-2014000546945-0,5,145112.0
1108-2014000564473-073898,62,F,678552.818157,4820197.8667135,,61759.0,1,18.0,1108-2014000564473-0,2,27566.0
1108-2014000619200-075005,71,M,678579.3792989999,4819372.9640895,,45089.0,1,18.0,1108-2014000619200-0,2,29319.0
1108-2014000763883-076572,63,F,678634.4377125,4819578.9705915,,0.0,1,18.0,1108-2014000763883-0,4,16597.0
1108-2014000763883-076613,58,M,678634.4377125,4819578.9705915,,124692.0,2,18.0,1108-2014000763883-0,4,16597.0
1108-2014000763883-076654,3,F,678579.3792989999,4819372.9640895,car,0.0,0,18.0,1108-2014000763883-0,4,16597.0
1108-2014000822237-077587,25,M,678579.3792989999,4819372.9640895,,1044.0,0,18.0,1108-2014000822237-0,2,12289.0
1108-2014000832672-077636,49,M,678563.0385775,4819880.2025785,,35683.0,0,18.0,1108-2014000832672-0,3,10970.0
1108-2014000832672-077664,48,F,678563.0385775,4819880.2025785,,29900.0,2,18.0,1108-2014000832672-0,3,10970.0
1108-2014000834285-077699,69,M,678961.7846615,4819763.3976015,,0.0,1,18.0,1108-2014000834285-0,3,98107.0
1108-2014000834285-077736,47,F,678961.7846615,4819763.3976015,,11433.0,2,18.0,1108-2014000834285-0,3,98107.0
1108-2014000886715-079262,59,F,678836.3401975001,4819560.321015,,0.0,1,18.0,1108-2014000886715-0,3,28852.0
1108-2014000886715-079305,30,F,678836.3401975001,4819560.321015,,39047.0,2,18.0,1108-2014000886715-0,3,28852.0
1108-2014000901324-079755,19,F,678934.082056,4820166.453536499,,31556.0,0,18.0,1108-2014000901324-0,4,144218.0
1108-2014000901324-079824,5,M,678934.082056,4820166.453536499,car,0.0,2,18.0,1108-2014000901324-0,4,144218.0
1108-2014000901324-079893,6,F,678934.082056,4820166.453536499,car,0.0,3,18.0,1108-2014000901324-0,4,144218.0
1108-2014000906088-079944,58,M,678563.0385775,4819880.2025785,,105776.0,0,18.0,1108-2014000906088-0,3,113321.0
1108-2014000906088-079984,38,F,678563.0385775,4819880.2025785,,67742.0,1,18.0,1108-2014000906088-0,3,113321.0
1108-2014000951716-280661,68,F,678961.7846615,4819763.3976015,,0.0,1,18.0,1108-2014000951716-2,2,14802.0
1108-2014000961036-080958,67,F,678563.0385775,4819880.2025785,,21507.0,0,18.0,1108-2014000961036-0,2,1687.0
1108-2014000985734-081032,66,M,679050.0713555,4819564.601915,,17250.0,0,18.0,1108-2014000985734-0,3,95554.0
1108-2014000985734-081069,65,F,679050.0713555,4819564.601915,,3076.0,1,18.0,1108-2014000985734-0,3,95554.0
1108-2014000990658-081573,35,F,678634.4377125,4819578.9705915,,0.0,1,18.0,1108-2014000990658-0,4,80842.0
1108-2014000990658-081607,50,M,678634.4377125,4819578.9705915,,23253.0,3,18.0,1108-2014000990658-0,4,80842.0
1108-2014000990658-081641,7,M,678579.3792989999,4819372.9640895,car,0.0,0,18.0,1108-2014000990658-0,4,80842.0
1108-2014001032926-082733,40,F,678961.7846615,4819763.3976015,,35511.0,0,18.0,1108-2014001032926-0,2,2749.0
1108-2014001079600-083987,53,M,678552.818157,4820197.8667135,,0.0,2,18.0,1108-2014001079600-0,5,342.0
1108-2014001079600-084030,39,F,678552.818157,4820197.8667135,,73438.0,3,18.0,1108-2014001079600-0,5,342.0
1108-2014001079600-084073,5,F,678552.818157,4820197.8667135,car,0.0,5,18.0,1108-2014001079600-0,5,342.0
1108-2014001079600-084116,9,M,678552.818157,4820197.8667135,car,0.0,0,18.0,1108-2014001079600-0,5,342.0
1108-2014001079600-084159,10,F,678552.818157,4820197.8667135,car,0.0,1,18.0,1108-2014001079600-0,5,342.0
1108-2014001079600-084202,4,F,678552.818157,4820197.8667135,car,0.0,7,18.0,1108-2014001079600-0,5,342.0
1108-2014001079600-084245,6,F,678552.818157,4820197.8667135,car,0.0,4,18.0,1108-2014001079600-0,5,342.0
1108-2014001138085-085399,26,M,678552.818157,4820197.8667135,,28223.0,0,18.0,1108-2014001138085-0,2,3334.0
1108-2014001169240-086151,39,F,678961.7846615,4819763.3976015,,69208.0,2,18.0,1108-2014001169240-0,3,368.0
1108-2014001169240-086169,49,M,678961.7846615,4819763.3976015,,1454.0,0,18.0,1108-2014001169240-0,3,368.0
1108-2014001225955-087931,70,F,678961.7846615,4819763.3976015,,0.0,2,18.0,1108-2014001225955-0,3,36926.0
1108-2014001225955-087957,72,M,678961.7846615,4819763.3976015,,0.0,0,18.0,1108-2014001225955-0,3,36926.0
1108-2014001231792-088131,30,F,678563.0385775,4819880.2025785,,4813.0,0,18.0,1108-2014001231792-0,3,26397.0
1108-2014001231792-088162,2,M,678563.0385775,4819880.2025785,car,0.0,2,18.0,1108-2014001231792-0,3,26397.0
1108-2014001285180-088784,21,F,678634.4377125,4819578.9705915,,0.0,1,18.0,1108-2014001285180-0,5,13658.0
1108-2014001285180-088810,23,M,678634.4377125,4819578.9705915,,20873.0,3,18.0,1108-2014001285180-0,5,13658.0
1108-2014001285180-088836,1,F,678634.4377125,4819578.9705915,car,0.0,4,18.0,1108-2014001285180-0,5,13658.0
1108-2014001285180-088862,12,F,678634.4377125,4819578.9705915,car,0.0,0,18.0,1108-2014001285180-0,5,13658.0
1108-2014001285180-088888,14,M,678634.4377125,4819578.9705915,car,0.0,2,18.0,1108-2014001285180-0,5,13658.0
1108-2014001362578-090210,62,M,678934.082056,4820166.453536499,,57894.0,2,18.0,1108-2014001362578-0,3,14808.0
1108-2014001362578-090250,43,F,678934.082056,4820166.453536499,,56083.0,0,18.0,1108-2014001362578-0,3,14808.0
1108-2014001404766-090720,60,M,678961.7846615,4819763.3976015,,77441.0,0,18.0,1108-2014001404766-0,4,39774.0
1108-2014001404766-090757,60,F,678961.7846615,4819763.3976015,,0.0,3,18.0,1108-2014001404766-0,4,39774.0
1108-2014001404766-090794,16,M,678961.7846615,4819763.3976015,,0.0,2,18.0,1108-2014001404766-0,4,39774.0
1108-2015000046388-092048,57,M,678733.96935,4820362.3401425,,121886.0,0,18.0,1108-2015000046388-0,5,30589.0
1108-2015000046388-092085,18,F,678733.96935,4820362.3401425,,34773.0,1,18.0,1108-2015000046388-0,5,30589.0
1108-2015000046388-092122,11,M,678733.96935,4820362.3401425,car,7005.0,5,18.0,1108-2015000046388-0,5,30589.0
1108-2015000046388-092159,3,F,678733.96935,4820362.3401425,car,0.0,4,18.0,1108-2015000046388-0,5,30589.0
1108-2015000046388-092196,44,F,678733.96935,4820362.3401425,,11931.0,2,18.0,1108-2015000046388-0,5,30589.0
1108-2015000133808-093424,47,M,678836.3401975001,4819560.321015,,0.0,2,18.0,1108-2015000133808-0,3,37247.0
1108-2015000133808-093467,42,F,678836.3401975001,4819560.321015,,24507.0,1,18.0,1108-2015000133808-0,3,37247.0
1108-2015000134747-093598,62,M,678563.0385775,4819880.2025785,,27008.0,1,18.0,1108-2015000134747-0,3,52894.0
1108-2015000134747-093664,55,F,678563.0385775,4819880.2025785,,51568.0,2,18.0,1108-2015000134747-0,3,52894.0
1108-2015000189392-094714,62,M,678934.082056,4820166.453536499,,60453.0,0,18.0,1108-2015000189392-0,4,10659.0
1108-2015000189392-094796,33,M,678934.082056,4820166.453536499,,0.0,1,18.0,1108-2015000189392-0,4,10659.0
1108-2015000189392-094878,41,F,678934.082056,4820166.453536499,,98886.0,3,18.0,1108-2015000189392-0,4,10659.0
1108-2015000210995-095466,56,F,678934.082056,4820166.453536499,,22061.0,1,18.0,1108-2015000210995-0,5,23173.0
1108-2015000210995-095478,45,M,678934.082056,4820166.453536499,,107221.0,4,18.0,1108-2015000210995-0,5,23173.0
1108-2015000210995-095490,10,M,678934.082056,4820166.453536499,car,0.0,2,18.0,1108-2015000210995-0,5,23173.0
1108-2015000210995-095502,3,F,678934.082056,4820166.453536499,car,0.0,3,18.0,1108-2015000210995-0,5,23173.0
1108-2015000242580-095858,66,F,678961.7846615,4819763.3976015,,0.0,0,18.0,1108-2015000242580-0,3,90318.0
1108-2015000242580-095884,68,M,678961.7846615,4819763.3976015,,0.0,2,18.0,1108-2015000242580-0,3,90318.0
1108-2015000272305-096290,33,M,678634.4377125,4819578.9705915,,3728.0,0,18.0,1108-2015000272305-0,3,7041.0
1108-2015000272305-096338,31,M,678634.4377125,4819578.9705915,,19955.0,2,18.0,1108-2015000272305-0,3,7041.0
1108-2015000273058-096392,38,F,678934.082056,4820166.453536499,,22853.0,1,18.0,1108-2015000273058-0,3,34576.0
1108-2015000273058-096410,36,M,678934.082056,4820166.453536499,,98202.0,0,18.0,1108-2015000273058-0,3,34576.0
